task_id,grader_slot,double_graded,gene,gene_names,rank,paper_id,link,title,quote_result,quote_context,grader,call,reason,where_in_paper,notes
T054,G3,yes,Serpina3g,"Serpina3g; serine (or cysteine) peptidase inhibitor, clade A, member 3G; Spi2-1; Spi2/eb.1; alpha-1 antiproteinase,; alpha-1 antiproteinase; Spi2A; SERPINA3; serpin family A member 3; AACT; alpha-1 antichymotrypsin",11,PMC9979126,https://pmc.ncbi.nlm.nih.gov/articles/PMC9979126/,N6-methyladenosine of Spi2a attenuates inflammation and sepsis-associated myocardial dysfunction in mice,"Moreover, LPS upregulated Spi2a expression in macrophages in a dose-dependent manner at both mRNA and protein levels (Fig. 1b, c and S1d, e), indicating Spi2a might play a critical role in activated macrophages upon LPS treatment.",,,,,,
T062,G3,yes,Tarm1,"Tarm1; T cell-interacting, activating receptor on myeloid cells 1; TARM1",1,PMC11702950,https://pmc.ncbi.nlm.nih.gov/articles/PMC11702950/,Macrophage autophagy protects against acute kidney injury by inhibiting renal inflammation through the degradation of TARM1,"Among these, TARM1, a newly identified member of the leukocyte immunoglobulin-like receptor family, was significantly upregulated in atg5−/− BMDMs compared to WT BMDMs after treatment with LPS and IFNG (Figure 5B, C).","Among these, TARM1, a newly identified member of the leukocyte immunoglobulin-like receptor family, was significantly upregulated in atg5−/− BMDMs compared to WT BMDMs after treatment with LPS and IFNG (Figure 5B, C).",,,,,
T130,G3,yes,Tmem200b,Tmem200b; transmembrane protein 200B; EG623230; TMEM200B; TTMB,25,PMC7275413,https://pmc.ncbi.nlm.nih.gov/articles/PMC7275413/,Progranulin inhibits LPS-induced macrophage M1 polarization via NF-кB and MAPK pathways,,,,,,,
T060,G3,,Trim30c,Trim30c; tripartite motif-containing 30C; Trim30-2,11,PMC4035330,https://pmc.ncbi.nlm.nih.gov/articles/PMC4035330/,Correction: Tripartite Motif-Containing Protein 30 Modulates TCR-Activated Proliferation and Effector Functions in CD4+ T Cells,"For detection of cytokine expression, Trim30 +/+ and Trim30 −/− BMDMs were pretreated for 18 hr with LPS (LSP pre) and then restimulated with LPS (LPS re) indicated time or stimulated with poly(I:C) and transcripts for indicated cytokines were quantified by quantitative RT-PCR.","(F) BMDMs were stimulated with LPS (200 ng/ml) or poly(I:C) (5 %%µg/ml), and Trim30 transcripts were quantified by quantitative RT-PCR.",,,,,
T095,G3,yes,Trim30c,Trim30c; tripartite motif-containing 30C; Trim30-2,13,PMC3995923,https://pmc.ncbi.nlm.nih.gov/articles/PMC3995923/,Tripartite Motif-Containing Protein 30 Modulates TCR-Activated Proliferation and Effector Functions in CD4+ T Cells,"The challenge with TLR ligands induced TRIM30 strongly only in wild-type cells, but there was no discernable difference in the expression of the major cytokines (IL-6, TNF̕α, IL-12 p40, IFNα, IFNβ) (Figure 1F).","BMDMs were stimulated with LPS (200 ng/ml) or poly(I:C) (5 µg/ml), and Trim30 transcripts were quantified by quantitative RT-PCR.",,,,,
T123,G3,yes,Trim30c,Trim30c; tripartite motif-containing 30C; Trim30-2,6,PMC7607666,https://pmc.ncbi.nlm.nih.gov/articles/PMC7607666/,Tripartite Motif Containing 52 Positively Regulates NF-κB Signaling by Promoting IκBα Ubiquitination in Lipopolysaccharide-Treated Microglial Cell Activation,,,,,,,
T019,G4,,Bcl2a1a,Bcl2a1a; B cell leukemia/lymphoma 2 related protein A1a; Bfl-1; Bcl2a1; Hbpa1; BCL2A1; BCL2 related protein A1; BFL1; BCL2L5; ACC-1; ACC-2; ACC2; ACC1; HBPA1,4,PMC11405755,https://pmc.ncbi.nlm.nih.gov/articles/PMC11405755/,Contribution of A1 to macrophage survival in cooperation with MCL-1 and BCL-XL in a murine cell model of myeloid differentiation,L44: LPS stimulation strongly induced A1 and NOXA protein expression in CTRL cells in both progenitors and differentiated macrophages (Fig. S6).,L44: LPS stimulation strongly induced A1 and NOXA protein expression in CTRL cells in both progenitors and differentiated macrophages (Fig. S6).,,,,,
T020,G4,yes,Bcl2a1a,Bcl2a1a; B cell leukemia/lymphoma 2 related protein A1a; Bfl-1; Bcl2a1; Hbpa1; BCL2A1; BCL2 related protein A1; BFL1; BCL2L5; ACC-1; ACC-2; ACC2; ACC1; HBPA1,2,PMC10626451,https://pmc.ncbi.nlm.nih.gov/articles/PMC10626451/,A1 is induced by pathogen ligands to limit myeloid cell death and NLRP3 inflammasome activation,"Bcl2a1 was absent in unstimulated BMDMs and rapidly, albeit transiently, induced at the mRNA and protein level in response to Escherichia coli O111:B4 (B4) and/or O55:B5 (B5) LPS serotypes (Figs 1F and G, and EV1K).","L23: Further examination of pro‐survival BCL‐2 family expression over time in response to LPS revealed relatively stable expression of Bcl2l1 (encodes BCL‐XL) and Mcl1 mRNA (Figs 1F and G, and EV1K).",,,,,
T036,G4,,Bcl2a1a,Bcl2a1a; B cell leukemia/lymphoma 2 related protein A1a; Bfl-1; Bcl2a1; Hbpa1; BCL2A1; BCL2 related protein A1; BFL1; BCL2L5; ACC-1; ACC-2; ACC2; ACC1; HBPA1,10,PMC3405526,https://pmc.ncbi.nlm.nih.gov/articles/PMC3405526/,A1/Bfl-1 in leukocyte development and cell death,"In 1993 Lin et al. documented A1 expression in thymus, spleen, bone marrow, myeloid and T-lymphoid cell lines, but not in non-hematopoietic lineages, and confirmed the induction of A1 in GM-CSF and LPS-stimulated primary macrophages [55].",L109: 54. Orlofsky A. Berger M.S. Prystowsky M.B. Novel expression pattern of a new member of the MIP-1 family of cytokine-like genes Cell Regul. 2 1991 403 412 1832565 10.1091/mbc.2.5.403 PMC361810,,,,,
T077,G4,,Bcl2a1a,Bcl2a1a; B cell leukemia/lymphoma 2 related protein A1a; Bfl-1; Bcl2a1; Hbpa1; BCL2A1; BCL2 related protein A1; BFL1; BCL2L5; ACC-1; ACC-2; ACC2; ACC1; HBPA1,16,PMC10851074,https://pmc.ncbi.nlm.nih.gov/articles/PMC10851074/,ADAR1 Inhibits Macrophage Apoptosis and Alleviates Sepsis-induced Liver Injury Through miR-122/BCL2A1 Signaling,"Furthermore, Bcl2a1a mRNA levels in RAW 264.7 cells increased significantly 12 h after LPS treatment and then gradually, with significantly lower expression at 48 h compared with baseline (L109).",We also evaluated miR-122-5p expression in LPS-treated RAW 264.7 cells (L109).,,,,,
T031,G4,,Ccl17,Ccl17; C-C motif chemokine ligand 17; TARC; ABCD-2; Scya17; CCL17; SCYA17,2,PMC10384579,https://pmc.ncbi.nlm.nih.gov/articles/PMC10384579/,Early-Life Exposure to Lipopolysaccharide Induces Persistent Changes in Gene Expression Profiles in the Liver and Spleen of Female FVB/N Mice,L91: Ccl17 | Chemokine (C-C motif) ligand 17 | 1.78 | 0.0009,L38: The results also showed that LPS in the spleen significantly altered the expression of 22 genes (p < 0.05).,,,,,
T073,G4,,Ccl17,Ccl17; C-C motif chemokine ligand 17; TARC; ABCD-2; Scya17; CCL17; SCYA17,4,PMC4709882,https://pmc.ncbi.nlm.nih.gov/articles/PMC4709882/,Sepsis induces incomplete M2 phenotype polarization in peritoneal exudate cells in mice,"In a separate experiment with 6-h LPS treatment of PE cells from mice at 20 h post-surgery, LPS treatment also caused a marked increase in both CCL17 and CCL22 in sham-PE, but not in CLP-PE cells (Fig. 3b, c).",PE cells harvested from mice at 20 h after sham or CLP operation were cultured in the presence or absence of LPS (1 μg/ml) for 6 h (n = 4 or 5 for each group).,,,,,
T105,G4,yes,Ccl17,Ccl17; C-C motif chemokine ligand 17; TARC; ABCD-2; Scya17; CCL17; SCYA17,3,PMC2193819,https://pmc.ncbi.nlm.nih.gov/articles/PMC2193819/,Compartmentalized Production of CCL17 In Vivo,L63: CCL17+ DCs were threefold more frequent among DCs of mLNs compared with those of saline injected mice (Fig. 8 A).,"L28: Mice were injected intraperitoneally or intravenously with a sublethal dose of 300 μg LPS (Sigma-Aldrich), or 20 nmol CpG-oligodeoxynucleotide (ODN) 1668 (Tib Molbiol) and Listeria monocytogenes (50,000 listeria/mouse), and organs or organ-derived DCs were analyzed 15 h (LPS and CpG-ODN) or 4 d (listeria) later.",,,,,
T061,G4,,Ccl4,Ccl4; C-C motif chemokine ligand 4; MIP-1B; MIP-1 beta; Mip1b; Scya4; AT744.1; Act-2; CCL4; MIP-1-beta; LAG1; SCYA4,2,PMC4995753,https://pmc.ncbi.nlm.nih.gov/articles/PMC4995753/,Emerging role of chemokine CC motif ligand 4 related mechanisms in diabetes mellitus and cardiovascular disease: friends or foes?,"Furthermore, LPS-induced CCL4 production from human monocytes was significantly and positively correlated with the total and LDL cholesterol concentration (L64).",CCL4 was first isolated from the culture medium of LPS-activated macrophages (L16).,,,,,
T091,G4,,Ccl4,Ccl4; C-C motif chemokine ligand 4; MIP-1B; MIP-1 beta; Mip1b; Scya4; AT744.1; Act-2; CCL4; MIP-1-beta; LAG1; SCYA4,8,PMC7883330,https://pmc.ncbi.nlm.nih.gov/articles/PMC7883330/,CCR5 signaling promotes lipopolysaccharide-induced macrophage recruitment and alveolar developmental arrest,"Moreover, levels of CCL3, CCL4, and CCL5 were also elevated in the LPS-injected group at P1 and P3 (Fig. 3b).","B CCL3, CCL4, and CCL5 levels in rat lung tissues.",,,,,
T115,G4,yes,Ccl4,Ccl4; C-C motif chemokine ligand 4; MIP-1B; MIP-1 beta; Mip1b; Scya4; AT744.1; Act-2; CCL4; MIP-1-beta; LAG1; SCYA4,1,PMC12904459,https://pmc.ncbi.nlm.nih.gov/articles/PMC12904459/,Csep1P protein from Campylobacter concisus induces a chemokine-dominant inflammatory state in macrophages and enhances proinflammatory response to gut bacteria,"In both THP-1-derived and human primary macrophages, Csep1P significantly increased the production of IL-8 and CCL4, while IL-1̢β and TNF-α were below the limit of detection. (b) LPS significantly increased the production of all four cytokines in THP-1-derived macrophages.","The levels of chemokines IL-8 and CCL4, and proinflammatory cytokines IL-1̢β and TNF-α in the supernatants of THP-1-derived macrophages stimulated with PMA for 2 days and primary human macrophages following incubation with Csep1P (10 μg/ml) or LPS (100 ng/ml) were measured using ELISA.",,,,,
T027,G4,,Gbp2,Gbp2; guanylate binding protein 2; GBP2,13,bio_ea6f8a3b6c58,https://www.biorxiv.org/search/A%20hierarchical%20GBP%20network%20promotes%20cytosolic%20LPS%20recognition%20and%20sepsis,A hierarchical GBP network promotes cytosolic LPS recognition and sepsis,L25: Chromosomal ablation of these 7 Gbp loci led to selective loss of Gbp mRNA and protein expression using monospecific antibodies where available in LPS-primed bone marrow-derived macrophages (BMDMs).,"L64: Reverse transcription was performed with 2μg of total RNA and M-MLV reverse transcriptase (Thermo Fisher Scientific) for 1h at 42°C followed by 10min at 95°C, and the resulting cDNAs were subjected to semi-quantitative RT-PCR analysis (9800 Fast Thermal Cycler, Applied Biosystems) with indicated primers for Gbp1 (NM_010259.2), Gbp2 (NM_010260.1), Gbp3 (NM_001289492), Gbp4 (NM_008620.3), Gbp5 (NM_153564.2), Gbp 6 (NM_194336), Gbp7 (NM_145545.3), Gbp8 (NM_029509.4), Gbp9 (NM_172777.4), Gbp10 (NM_001039646.2), Gbp11 (NM_001039647.2) and β-actin ( Table S4 ).",,,,,
T043,G4,,Gbp5,Gbp5; guanylate binding protein 5; Gbp5a; GBP5,8,PMC6113620,https://pmc.ncbi.nlm.nih.gov/articles/PMC6113620/,NADPH Oxidase and Guanylate Binding Protein 5 Restrict Survival of Avirulent Type III Strains of Toxoplasma gondii in Naive Macrophages,"L41: BMDMs infected with either CTG or GT1 showed significant increase in expression of Gbp2, Gbp5, and Gbp7 mRNA at 20 h postinfection compared to uninfected cells","L41: In particular, Gbp5 mRNA increased up to ~40-fold upon T. gondii infection, whereas Gbp2 and Gbp7 mRNA showed an ~10-fold increase (Fig. 6A).",,,,,
T008,G4,yes,Ifi205,Ifi205; interferon activated gene 205; MNDA; myeloid cell nuclear differentiation antigen; PYHIN3; PYHIN1; pyrin and HIN domain family member 1; IFIX,5,PMC4378362,https://pmc.ncbi.nlm.nih.gov/articles/PMC4378362/,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,"The mid and mid-to-late transcriptional changes contain the hallmarks of classical macrophage activation; the up-regulated genes include type-I IFN response genes (Ifi204, Ifi205, Ifi35, Ifi47, Ifih1, Ifit1, Ifit2, Ifit3), ILs (Il12a, Il18, Il27, Il7), solute carriers (Slc11a, Slc15a3, Slc25a12, Slc25a22, Slc25a43, Slc26a2), pattern recognition receptors (Tlr3, Tlr6, Tlr7, Tlr8, Nod1, Nod2, Aim2), and chemokines (Ccl3, Ccl4, Ccl8, Ccl17, Ccl22, Cxcl3, Cxcl9, Cxcl10, Cxcl11, Cxcl16; Supplemental Table 2).","The genome-wide transcriptional response of macrophages to LPS has been examined previously [10, [39], 40]. We set out to examine the LPS response using the latest generation of whole genome microarray technology and more advanced computation analytical methods.",,,,,
T024,G4,,Il12b,"Il12b; interleukin 12b; Il-12p40; IL-12 p40; Il-12b; IL-23 subunit p40; IL12B; interleukin 12B; CLMF; IL-12B; NKSF; CLMF2; NKSF2; natural killer cell stimulatory factor-2; cytotoxic lymphocyte maturation factor 2, p40; interleukin 12, p40; natural killer cell stimulatory factor, 40 kD subunit; interleukin-12 beta chain; IL12, subunit p40",13,PMC4433692,https://pmc.ncbi.nlm.nih.gov/articles/PMC4433692/,IL-12 Inhibits Lipopolysaccharide Stimulated Osteoclastogenesis in Mice,,,,,,,
T074,G4,,Il12b,"Il12b; interleukin 12b; Il-12p40; IL-12 p40; Il-12b; IL-23 subunit p40; IL12B; interleukin 12B; CLMF; IL-12B; NKSF; CLMF2; NKSF2; natural killer cell stimulatory factor-2; cytotoxic lymphocyte maturation factor 2, p40; interleukin 12, p40; natural killer cell stimulatory factor, 40 kD subunit; interleukin-12 beta chain; IL12, subunit p40",23,PMC9523082,https://pmc.ncbi.nlm.nih.gov/articles/PMC9523082/,IL-12p40 deletion aggravates lipopolysaccharide-induced cardiac dysfunction in mice,"The results of qRT-PCR and Western blot showed that within 6 h after treated with LPS, the mRNA and protein levels of IL-12p40 in the mouse myocardium increased gradually.","In the first experiment, male WT mice aged 8-10 weeks were randomly divided into a Saline group (n = 10) and an LPS group (n = 30).",,,,,
T014,G4,yes,Itgb8,Itgb8; integrin beta 8; D630049N15; ITGB8; integrin subunit beta 8,9,PMC5439516,https://pmc.ncbi.nlm.nih.gov/articles/PMC5439516/,Inflammatory cues enhance TGFβ activation by distinct subsets of human intestinal dendritic cells via integrin αvβ8,"We found that the TLR4 ligand lipopolysaccharide caused significant upregulation of integrin αvβ8 expression on moDC, which was not apparent with agonists for TLR1/2 (Pam3CSK4), TLR3 (Poly I:C), TLR5 (flagellin), or TLR7 (Imiquimod) (Figure 4b).","Human moDCs were treated for 48 h with ligands for TLR1/2 (Pam3CSK), TLR3 (Poly I:C), TLR4 (LPS), TLR5 (Flagellin), TLR7 (Imiquimod), or TLR8 (ssRNA40), and integrin αvβ8 expression was analyzed by flow cytometry.",,,,,
T121,G4,,Itgb8,Itgb8; integrin beta 8; D630049N15; ITGB8; integrin subunit beta 8,2,PMC6219736,https://pmc.ncbi.nlm.nih.gov/articles/PMC6219736/,Human monocytes and macrophages regulate immune tolerance via integrin αvβ8–mediated TGFβ activation,,,,,,,
T126,G4,,Itgb8,Itgb8; integrin beta 8; D630049N15; ITGB8; integrin subunit beta 8,6,PMC4378362,https://pmc.ncbi.nlm.nih.gov/articles/PMC4378362/,Analysis of the transcriptional networks underpinning the activation of murine macrophages by inflammatory mediators,,,,,,,
T048,G4,,Ptges,Ptges; prostaglandin E synthase; D2Ertd369e; mPGES; mPGES-1; PTGES; MGST-IV; PIG12; MGST1-L1; TP53I12; MGST1L1; microsomal glutathione S-transferase 1-like 1; tumor protein p53 inducible protein 12; p53-induced gene 12; microsomal prostaglandin E synthase-1; glutathione S-transferase 1-like 1; MGST1-like 1,19,PMC3311437,https://pmc.ncbi.nlm.nih.gov/articles/PMC3311437/,EP2 and EP4 receptors on muscularis resident macrophages mediate LPS-induced intestinal dysmotility via iNOS upregulation through cAMP/ERK signals,,,,,,,
T107,G4,,Ptges,Ptges; prostaglandin E synthase; D2Ertd369e; mPGES; mPGES-1; PTGES; MGST-IV; PIG12; MGST1-L1; TP53I12; MGST1L1; microsomal glutathione S-transferase 1-like 1; tumor protein p53 inducible protein 12; p53-induced gene 12; microsomal prostaglandin E synthase-1; glutathione S-transferase 1-like 1; MGST1-like 1,1,PMC7806836,https://pmc.ncbi.nlm.nih.gov/articles/PMC7806836/,Mechanism of action and potential applications of selective inhibition of microsomal prostaglandin E synthase-1-mediated PGE2 biosynthesis by sonlicromanol’s metabolite KH176m,"As expected, LPS efficiently induced the expression of the two inducible enzymes, mPGES-1 and COX-2, at both the protein (Fig. 6A–C) and gene (Supplemental Figure 4A and B) levels.",RAW264.7 cells were treated with various concentrations of KH176m in the presence of LPS (1 µg/mL) for 24 h or 6 h.,,,,,
T026,G4,yes,Rasgrp1,Rasgrp1; RAS guanyl releasing protein 1; RASGRP1; CalDAG-GEFII; RASGRP; calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II,3,PMC8860163,https://pmc.ncbi.nlm.nih.gov/articles/PMC8860163/,RasGRP Exacerbates Lipopolysaccharide-Induced Acute Kidney Injury Through Regulation of ERK Activation,"We found that after LPS stimulation, the level of RasGRP continued to increase over time in mouse macrophages (Figure 1C and 1D).","C, The mRNA level of RasGRP in bone marrow–derived macrophages (BMDMs) stimulated with lipopolysaccharide (LPS) (100 ng/mL) was detected by qPCR for the indicated time points (n = 6).",,,,,
T087,G4,,Saa3,"Saa3; serum amyloid A 3; Saa-3; l7R3; SAA3P; serum amyloid A3, pseudogene; SAA3",18,PMC2188489,https://pmc.ncbi.nlm.nih.gov/articles/PMC2188489/,Amyloid A gene family expression in different mouse tissues,"The SAA3 mRNA was expressed at a high level compared with casein injection, but accumulated at a slower rate than that of LPS-induced SAA1 and SAA2, reading 25% of the maximum level at 4 h, 50% by 9 h, and the maximum equal to SAA2 by 16 h; disappearance is slightly faster than that of SAA1 and SAA2 mRNA so that by 48 h the level is reduced to 3%.",Mice received a single injection of LPS or casein and total RNA was isolated at the indicated times from individual livers after LPS injection or from pairs of livers after casein injection.,,,,,
T065,G4,,Serpinb2,"Serpinb2; serine (or cysteine) peptidase inhibitor, clade B, member 2; PAI-2; Planh2; ovalbumin; SERPINB2; serpin family B member 2; HsT1201; PLANH2; PAI2; plasminogen-activator inhibitor",8,PMC11221169,https://pmc.ncbi.nlm.nih.gov/articles/PMC11221169/,SerpinB2 deficiency is associated with delayed mammary tumor development and decreased pro-tumorigenic macrophage polarization,"LPS induced the upregulation of SerpinB2, but SerpinB2 siRNA (10 nM) suppressed the LPS-induced SerpinB2 upregulation in RAW264.7 cells (Fig. 7E), indicating effective knockdown of SerpinB2.","Lipopolysaccharides (LPS, 100 ng/ml, Sigma-Aldrich, St. Louis, MO, USA) was used to induce the upregulation of SerpinB2 in RAW264.7 cells as a positive control.",,,,,
T067,G4,yes,Serpinb2,"Serpinb2; serine (or cysteine) peptidase inhibitor, clade B, member 2; PAI-2; Planh2; ovalbumin; SERPINB2; serpin family B member 2; HsT1201; PLANH2; PAI2; plasminogen-activator inhibitor",5,PMC10638313,https://pmc.ncbi.nlm.nih.gov/articles/PMC10638313/,Transcriptomic analysis reveals that RasGEF1b deletion alters basal and LPS-induced expression of genes involved in chemotaxis and cytokine responses in macrophages,"Its expression is highly induced by LPS in macrophages [41, 53].",We used a luciferase-based reporter assay to showcase the capability of RasGEF1b in activating the Serpinb2 promoter.,,,,,
T076,G4,,Serpinb2,"Serpinb2; serine (or cysteine) peptidase inhibitor, clade B, member 2; PAI-2; Planh2; ovalbumin; SERPINB2; serpin family B member 2; HsT1201; PLANH2; PAI2; plasminogen-activator inhibitor",1,PMC3317238,https://pmc.ncbi.nlm.nih.gov/articles/PMC3317238/,LPS Counter Regulates RNA Expression of Extracellular Proteases and Their Inhibitors in Murine Macrophages,"L38: While the RNA expression of the Plg-activators was decreased by LPS treatment, the opposite was true for the inhibitors of tPA and uPA, PAI-1, and PAI-2 (Serpine1 and Serpinb2). Their expression was increased by up to 32 folds.","L17: After 0, 2, 6, and 18 hours of vehicle or LPS stimulation, the RAW 264.7 cultures were harvested by removing the supernatant and lysing the cells using the NucleoSpin RNAII kit for RNA purification (Macherey-Nagel, Germany).",,,,,
T089,G4,,Serpinb2,"Serpinb2; serine (or cysteine) peptidase inhibitor, clade B, member 2; PAI-2; Planh2; ovalbumin; SERPINB2; serpin family B member 2; HsT1201; PLANH2; PAI2; plasminogen-activator inhibitor",13,PMC6277787,https://pmc.ncbi.nlm.nih.gov/articles/PMC6277787/,A Novel Lipopolysaccharide Recognition Mechanism Mediated by Internalization in Teleost Macrophages,,,,,,,
T084,G4,,Shisa3,Shisa3; shisa family member 3; mShisa3; SHISA3; hShisa3,1,PMC11423144,https://pmc.ncbi.nlm.nih.gov/articles/PMC11423144/,SHISA3 Reprograms Tumor‐Associated Macrophages Toward an Antitumoral Phenotype and Enhances Cancer Immunotherapy,"We observed reduced levels of proinflammatory cytokines (Il-6, Tfn, Il-1β) and M1 marker iNos in Shisa3-KO BMDMs versus WT BMDMs induced by LPS (Figure 5A,B; Figure S6A, Supporting Information).","We found that Shisa3 is highly expressed in BMDMs treated with LPS for 6 h, and still very low in other cells (Figure S3A, Supporting Information).",,,,,
T102,G4,,Shisa3,Shisa3; shisa family member 3; mShisa3; SHISA3; hShisa3,12,PMC6667695,https://pmc.ncbi.nlm.nih.gov/articles/PMC6667695/,Cooperative and distinct functions of MK2 and MK3 in the regulation of the macrophage transcriptional response to lipopolysaccharide,"L27: In addition, another group of genes comprising Cxcl3, Csf2, Niacr1, Slc7a1 and Shisa3 appears to be MK3-dependently amplified in the absence of MK2 (summarized in group IV) since the enhancement of LPS-inducible gene expression is observable in MK2−/− BMDM but does not occur upon combined deletion of MK2 and MK3 in MK2/3−/− BMDM (MK2−/− > WT, MK2−/− < or = WT) (Supplemental Fig. S2j).","L59: Wild-type, MK2−/− or MK2/3−/− BMDM were stimulated with 100 ng/ml LPS for 120 min or 360 min.",,,,,
T118,G4,,Socs3,Socs3; suppressor of cytokine signaling 3; EF-10; SOCS-3; cytokine-inducible SH2 protein 3; CIS3; STAT-induced STAT inhibitor 3; SSI-3; E2a-Pbx1 target gene in fibroblasts 10; Cish3; SOCS3,11,PMC7837818,https://pmc.ncbi.nlm.nih.gov/articles/PMC7837818/,Paeoniflorin inhibits the macrophage-related rosacea-like inflammatory reaction through the suppressor of cytokine signaling 3-apoptosis signal-regulating kinase 1-p38 pathway,"The expression of ASK1, TLR2, and p38 in RAW 264.7 cells of the LPS group increased, the expression of SOCS3 decreased, and pretreatment with PF alleviated LPS-induced changes in inflammatory factors.","Western Blot analysis was performed to detect intracellular proteins in the control group, LPS group, and PF+LPS group, and the results were similar to the mRNA results.",,,,,
T120,G4,yes,Tnfsf15,"Tnfsf15; tumor necrosis factor (ligand) superfamily, member 15; VEGI; TL1A; TNFSF15; TNF superfamily member 15; VEGI192A; TNF superfamily ligand TL1A; TNF ligand-related molecule 1; vascular endothelial growth inhibitor; vascular endothelial cell growth inhibitor; vascular endothelial growth inhibitor-192A",7,PMC6130856,https://pmc.ncbi.nlm.nih.gov/articles/PMC6130856/,Reduced monocyte and macrophage TNFSF15/TL1A expression is associated with susceptibility to inflammatory bowel disease,"In monocytes stimulated with immune complex and intracellular poly(I:C), the protective allele was associated with higher levels of TNFSF15 mRNA (p 1.33 x 10−3 and p 0.0155, respectively), similar to results in unstimulated cells, while LPS-stimulated monocytes showed a comparable trend but with more variability (p 0.273, Fig 2A).","Monocytes were stimulated with 100 ng/mL LPS (Sigma), plate-bound immune complex (as previously described [52]), or 100 μg/mL intracellular polyinosinic:polycytidylic acid (poly(I:C)), prepared with 1 mg/mL high molecular weight poly(I:C) mixed 1:1 with LyoVec transfection reagent (Invivogen) at RT for 15 minutes.",,,,,
T070,G4,yes,Tnfsf4,"Tnfsf4; tumor necrosis factor (ligand) superfamily, member 4; OX40L; gp34; Txgp1l; Ath-1; TXGP1; CD134L; Ath1; TNFSF4; TNF superfamily member 4; OX-40L; CD252",1,PMC5332009,https://pmc.ncbi.nlm.nih.gov/articles/PMC5332009/,Genome-wide siRNA screen of genes regulating the LPS-induced TNF-α response in human macrophages,,,,,,,
T096,G4,yes,Trim30c,Trim30c; tripartite motif-containing 30C; Trim30-2,13,PMC3995923,https://pmc.ncbi.nlm.nih.gov/articles/PMC3995923/,Tripartite Motif-Containing Protein 30 Modulates TCR-Activated Proliferation and Effector Functions in CD4+ T Cells,"The challenge with TLR ligands induced TRIM30 strongly only in wild-type cells, but there was no discernable difference in the expression of the major cytokines (IL-6, TNF̕α, IL-12 p40, IFNα, IFNβ) (Figure 1F).","BMDMs were stimulated with LPS (200 ng/ml) or poly(I:C) (5 µg/ml), and Trim30 transcripts were quantified by quantitative RT-PCR.",,,,,
